President,Date,Approve,Disapprove,Inauguration Date
Obama,2015-09-28,46,51,1/20/2009
Obama,2015-09-27,47,50,1/20/2009
Obama,2015-09-26,47,50,1/20/2009
Obama,2015-09-25,48,49,1/20/2009
Obama,2015-09-24,48,48,1/20/2009
Obama,2015-09-23,48,49,1/20/2009
Obama,2015-09-22,47,50,1/20/2009
Obama,2015-09-21,46,51,1/20/2009
Obama,2015-09-20,45,52,1/20/2009
Obama,2015-09-19,45,51,1/20/2009
Obama,2015-09-18,45,52,1/20/2009
Obama,2015-09-17,45,52,1/20/2009
Obama,2015-09-16,46,50,1/20/2009
Obama,2015-09-15,48,48,1/20/2009
Obama,2015-09-14,48,47,1/20/2009
Obama,2015-09-13,46,50,1/20/2009
Obama,2015-09-12,45,50,1/20/2009
Obama,2015-09-11,45,50,1/20/2009
Obama,2015-09-10,47,48,1/20/2009
Obama,2015-09-09,49,46,1/20/2009
Obama,2015-09-08,49,47,1/20/2009
Obama,2015-09-06,49,47,1/20/2009
Obama,2015-09-05,46,50,1/20/2009
Obama,2015-09-04,46,50,1/20/2009
Obama,2015-09-03,45,51,1/20/2009
Obama,2015-09-02,45,51,1/20/2009
Obama,2015-09-01,45,50,1/20/2009
Obama,2015-08-31,46,49,1/20/2009
Obama,2015-08-30,47,48,1/20/2009
Obama,2015-08-29,46,50,1/20/2009
Obama,2015-08-28,46,51,1/20/2009
Obama,2015-08-27,45,52,1/20/2009
Obama,2015-08-26,44,51,1/20/2009
Obama,2015-08-25,44,51,1/20/2009
Obama,2015-08-24,44,51,1/20/2009
Obama,2015-08-23,45,51,1/20/2009
Obama,2015-08-22,42,53,1/20/2009
Obama,2015-08-21,43,53,1/20/2009
Obama,2015-08-20,45,50,1/20/2009
Obama,2015-08-19,45,50,1/20/2009
Obama,2015-08-18,46,49,1/20/2009
Obama,2015-08-17,44,51,1/20/2009
Obama,2015-08-16,46,49,1/20/2009
Obama,2015-08-15,45,50,1/20/2009
Obama,2015-08-14,45,49,1/20/2009
Obama,2015-08-13,47,49,1/20/2009
Obama,2015-08-12,46,49,1/20/2009
Obama,2015-08-11,49,47,1/20/2009
Obama,2015-08-10,48,48,1/20/2009
Obama,2015-08-09,47,49,1/20/2009
Obama,2015-08-08,45,50,1/20/2009
Obama,2015-08-07,44,52,1/20/2009
Obama,2015-08-06,45,51,1/20/2009
Obama,2015-08-05,45,51,1/20/2009
Obama,2015-08-04,46,50,1/20/2009
Obama,2015-08-03,46,50,1/20/2009
Obama,2015-08-02,47,49,1/20/2009
Obama,2015-08-01,47,48,1/20/2009
Obama,2015-07-31,46,49,1/20/2009
Obama,2015-07-30,47,48,1/20/2009
Obama,2015-07-29,45,49,1/20/2009
Obama,2015-07-28,46,49,1/20/2009
Obama,2015-07-27,44,50,1/20/2009
Obama,2015-07-26,46,49,1/20/2009
Obama,2015-07-25,46,49,1/20/2009
Obama,2015-07-24,46,49,1/20/2009
Obama,2015-07-23,46,49,1/20/2009
Obama,2015-07-22,45,50,1/20/2009
Obama,2015-07-21,46,49,1/20/2009
Obama,2015-07-20,45,50,1/20/2009
Obama,2015-07-19,47,48,1/20/2009
Obama,2015-07-18,46,48,1/20/2009
Obama,2015-07-17,47,47,1/20/2009
Obama,2015-07-16,46,48,1/20/2009
Obama,2015-07-15,45,49,1/20/2009
Obama,2015-07-14,46,49,1/20/2009
Obama,2015-07-13,46,49,1/20/2009
Obama,2015-07-12,47,48,1/20/2009
Obama,2015-07-11,45,49,1/20/2009
Obama,2015-07-10,46,50,1/20/2009
Obama,2015-07-09,44,51,1/20/2009
Obama,2015-07-08,46,50,1/20/2009
Obama,2015-07-07,47,48,1/20/2009
Obama,2015-07-06,48,47,1/20/2009
Obama,2015-07-05,46,48,1/20/2009
Obama,2015-07-03,45,50,1/20/2009
Obama,2015-07-02,44,51,1/20/2009
Obama,2015-07-01,45,51,1/20/2009
Obama,2015-06-30,46,50,1/20/2009
Obama,2015-06-29,46,50,1/20/2009
Obama,2015-06-28,48,47,1/20/2009
Obama,2015-06-27,47,49,1/20/2009
Obama,2015-06-26,47,49,1/20/2009
Obama,2015-06-25,46,50,1/20/2009
Obama,2015-06-24,46,49,1/20/2009
Obama,2015-06-23,46,48,1/20/2009
Obama,2015-06-22,45,49,1/20/2009
Obama,2015-06-21,45,50,1/20/2009
Obama,2015-06-20,44,50,1/20/2009
Obama,2015-06-19,44,50,1/20/2009
Obama,2015-06-18,44,50,1/20/2009
Obama,2015-06-17,44,50,1/20/2009
Obama,2015-06-16,47,47,1/20/2009
Obama,2015-06-15,46,48,1/20/2009
Obama,2015-06-14,47,48,1/20/2009
Obama,2015-06-13,45,49,1/20/2009
Obama,2015-06-12,45,49,1/20/2009
Obama,2015-06-11,44,51,1/20/2009
Obama,2015-06-10,43,51,1/20/2009
Obama,2015-06-09,45,49,1/20/2009
Obama,2015-06-08,49,46,1/20/2009
Obama,2015-06-07,46,48,1/20/2009
Obama,2015-06-06,46,50,1/20/2009
Obama,2015-06-05,45,50,1/20/2009
Obama,2015-06-04,46,50,1/20/2009
Obama,2015-06-03,47,49,1/20/2009
Obama,2015-06-01,47,48,1/20/2009
Obama,2015-05-31,49,47,1/20/2009
Obama,2015-05-30,47,49,1/20/2009
Obama,2015-05-29,47,48,1/20/2009
Obama,2015-05-28,45,49,1/20/2009
Obama,2015-05-27,45,49,1/20/2009
Obama,2015-05-26,44,51,1/20/2009
Obama,2015-05-25,47,49,1/20/2009
Obama,2015-05-24,49,47,1/20/2009
Obama,2015-05-23,49,47,1/20/2009
Obama,2015-05-22,45,50,1/20/2009
Obama,2015-05-21,42,53,1/20/2009
Obama,2015-05-20,43,51,1/20/2009
Obama,2015-05-19,46,49,1/20/2009
Obama,2015-05-18,48,47,1/20/2009
Obama,2015-05-17,48,47,1/20/2009
Obama,2015-05-16,48,48,1/20/2009
Obama,2015-05-15,47,49,1/20/2009
Obama,2015-05-14,46,50,1/20/2009
Obama,2015-05-13,45,49,1/20/2009
Obama,2015-05-12,46,48,1/20/2009
Obama,2015-05-11,46,48,1/20/2009
Obama,2015-05-10,47,47,1/20/2009
Obama,2015-05-09,46,49,1/20/2009
Obama,2015-05-08,46,49,1/20/2009
Obama,2015-05-07,48,47,1/20/2009
Obama,2015-05-06,48,47,1/20/2009
Obama,2015-05-05,47,49,1/20/2009
Obama,2015-05-04,46,49,1/20/2009
Obama,2015-05-03,46,49,1/20/2009
Obama,2015-05-02,48,48,1/20/2009
Obama,2015-05-01,47,49,1/20/2009
Obama,2015-04-30,49,47,1/20/2009
Obama,2015-04-29,49,47,1/20/2009
Obama,2015-04-28,49,47,1/20/2009
Obama,2015-04-27,46,48,1/20/2009
Obama,2015-04-26,46,48,1/20/2009
Obama,2015-04-25,46,48,1/20/2009
Obama,2015-04-24,47,48,1/20/2009
Obama,2015-04-23,45,49,1/20/2009
Obama,2015-04-22,44,50,1/20/2009
Obama,2015-04-21,45,50,1/20/2009
Obama,2015-04-20,46,50,1/20/2009
Obama,2015-04-19,45,51,1/20/2009
Obama,2015-04-18,44,51,1/20/2009
Obama,2015-04-17,45,51,1/20/2009
Obama,2015-04-16,47,50,1/20/2009
Obama,2015-04-15,47,50,1/20/2009
Obama,2015-04-14,46,49,1/20/2009
Obama,2015-04-13,45,50,1/20/2009
Obama,2015-04-12,47,49,1/20/2009
Obama,2015-04-11,48,48,1/20/2009
Obama,2015-04-10,49,47,1/20/2009
Obama,2015-04-09,47,49,1/20/2009
Obama,2015-04-08,48,48,1/20/2009
Obama,2015-04-07,46,49,1/20/2009
Obama,2015-04-06,49,46,1/20/2009
Obama,2015-04-04,47,47,1/20/2009
Obama,2015-04-03,50,46,1/20/2009
Obama,2015-04-02,48,48,1/20/2009
Obama,2015-04-01,46,49,1/20/2009
Obama,2015-03-31,45,49,1/20/2009
Obama,2015-03-30,47,48,1/20/2009
Obama,2015-03-29,49,46,1/20/2009
Obama,2015-03-28,48,47,1/20/2009
Obama,2015-03-27,47,49,1/20/2009
Obama,2015-03-26,45,51,1/20/2009
Obama,2015-03-25,44,52,1/20/2009
Obama,2015-03-24,45,50,1/20/2009
Obama,2015-03-23,45,50,1/20/2009
Obama,2015-03-22,44,51,1/20/2009
Obama,2015-03-21,43,52,1/20/2009
Obama,2015-03-20,44,51,1/20/2009
Obama,2015-03-19,46,49,1/20/2009
Obama,2015-03-18,46,48,1/20/2009
Obama,2015-03-17,47,48,1/20/2009
Obama,2015-03-16,47,48,1/20/2009
Obama,2015-03-15,48,47,1/20/2009
Obama,2015-03-14,48,47,1/20/2009
Obama,2015-03-13,48,47,1/20/2009
Obama,2015-03-12,47,48,1/20/2009
Obama,2015-03-11,46,49,1/20/2009
Obama,2015-03-10,45,50,1/20/2009
Obama,2015-03-09,46,49,1/20/2009
Obama,2015-03-08,47,49,1/20/2009
Obama,2015-03-07,47,49,1/20/2009
Obama,2015-03-06,45,50,1/20/2009
Obama,2015-03-05,45,50,1/20/2009
Obama,2015-03-04,46,49,1/20/2009
Obama,2015-03-03,48,47,1/20/2009
Obama,2015-03-02,49,47,1/20/2009
Obama,2015-03-01,47,48,1/20/2009
Obama,2015-02-28,44,51,1/20/2009
Obama,2015-02-27,42,53,1/20/2009
Obama,2015-02-26,43,51,1/20/2009
Obama,2015-02-25,43,52,1/20/2009
Obama,2015-02-24,45,51,1/20/2009
Obama,2015-02-23,45,51,1/20/2009
Obama,2015-02-22,46,48,1/20/2009
Obama,2015-02-21,45,50,1/20/2009
Obama,2015-02-20,45,50,1/20/2009
Obama,2015-02-19,44,51,1/20/2009
Obama,2015-02-18,47,49,1/20/2009
Obama,2015-02-17,48,48,1/20/2009
Obama,2015-02-16,50,47,1/20/2009
Obama,2015-02-15,49,48,1/20/2009
Obama,2015-02-14,48,48,1/20/2009
Obama,2015-02-13,47,49,1/20/2009
Obama,2015-02-12,47,49,1/20/2009
Obama,2015-02-11,46,49,1/20/2009
Obama,2015-02-10,46,49,1/20/2009
Obama,2015-02-09,46,49,1/20/2009
Obama,2015-02-08,46,49,1/20/2009
Obama,2015-02-07,45,50,1/20/2009
Obama,2015-02-06,46,49,1/20/2009
Obama,2015-02-05,45,50,1/20/2009
Obama,2015-02-03,45,50,1/20/2009
Obama,2015-02-02,46,49,1/20/2009
Obama,2015-01-31,47,47,1/20/2009
Obama,2015-01-30,49,46,1/20/2009
Obama,2015-01-29,49,47,1/20/2009
Obama,2015-01-28,47,49,1/20/2009
Obama,2015-01-27,49,46,1/20/2009
Obama,2015-01-26,48,46,1/20/2009
Obama,2015-01-25,50,45,1/20/2009
Obama,2015-01-24,48,48,1/20/2009
Obama,2015-01-23,48,49,1/20/2009
Obama,2015-01-22,47,49,1/20/2009
Obama,2015-01-20,46,48,1/20/2009
Obama,2015-01-19,45,49,1/20/2009
Obama,2015-01-18,44,51,1/20/2009
Obama,2015-01-17,46,50,1/20/2009
Obama,2015-01-16,47,49,1/20/2009
Obama,2015-01-15,48,47,1/20/2009
Obama,2015-01-14,46,48,1/20/2009
Obama,2015-01-13,46,48,1/20/2009
Obama,2015-01-12,47,48,1/20/2009
Obama,2015-01-11,46,48,1/20/2009
Obama,2015-01-10,44,50,1/20/2009
Obama,2015-01-09,44,50,1/20/2009
Obama,2015-01-08,44,49,1/20/2009
Obama,2015-01-07,46,47,1/20/2009
Obama,2015-01-06,45,48,1/20/2009
Obama,2015-01-05,46,48,1/20/2009
Obama,2015-01-04,44,49,1/20/2009
Obama,2015-01-03,46,48,1/20/2009
Obama,2015-01-02,48,47,1/20/2009
Obama,2014-12-30,47,48,1/20/2009
Obama,2014-12-29,48,48,1/20/2009
Obama,2014-12-28,45,50,1/20/2009
Obama,2014-12-27,46,49,1/20/2009
Obama,2014-12-26,43,51,1/20/2009
Obama,2014-12-23,43,50,1/20/2009
Obama,2014-12-22,44,51,1/20/2009
Obama,2014-12-21,47,49,1/20/2009
Obama,2014-12-20,47,49,1/20/2009
Obama,2014-12-19,45,50,1/20/2009
Obama,2014-12-18,43,52,1/20/2009
Obama,2014-12-17,42,52,1/20/2009
Obama,2014-12-16,42,52,1/20/2009
Obama,2014-12-15,43,52,1/20/2009
Obama,2014-12-14,44,51,1/20/2009
Obama,2014-12-13,43,52,1/20/2009
Obama,2014-12-12,44,51,1/20/2009
Obama,2014-12-10,42,53,1/20/2009
Obama,2014-12-09,44,51,1/20/2009
Obama,2014-12-08,44,52,1/20/2009
Obama,2014-12-07,44,51,1/20/2009
Obama,2014-12-06,43,51,1/20/2009
Obama,2014-12-05,41,52,1/20/2009
Obama,2014-12-03,42,52,1/20/2009
Obama,2014-12-02,41,53,1/20/2009
Obama,2014-12-01,45,50,1/20/2009
Obama,2014-11-30,45,50,1/20/2009
Obama,2014-11-29,44,51,1/20/2009
Obama,2014-11-28,43,53,1/20/2009
Obama,2014-11-26,41,54,1/20/2009
Obama,2014-11-25,44,52,1/20/2009
Obama,2014-11-24,43,52,1/20/2009
Obama,2014-11-23,43,52,1/20/2009
Obama,2014-11-22,42,54,1/20/2009
Obama,2014-11-21,41,55,1/20/2009
Obama,2014-11-20,41,54,1/20/2009
Obama,2014-11-19,42,53,1/20/2009
Obama,2014-11-18,42,52,1/20/2009
Obama,2014-11-17,43,51,1/20/2009
Obama,2014-11-16,44,51,1/20/2009
Obama,2014-11-15,44,51,1/20/2009
Obama,2014-11-14,42,53,1/20/2009
Obama,2014-11-13,42,52,1/20/2009
Obama,2014-11-12,41,53,1/20/2009
Obama,2014-11-11,42,52,1/20/2009
Obama,2014-11-10,39,56,1/20/2009
Obama,2014-11-09,40,55,1/20/2009
Obama,2014-11-08,39,56,1/20/2009
Obama,2014-11-07,40,55,1/20/2009
Obama,2014-11-06,41,54,1/20/2009
Obama,2014-11-05,41,53,1/20/2009
Obama,2014-11-04,43,51,1/20/2009
Obama,2014-11-03,42,53,1/20/2009
Obama,2014-11-02,41,54,1/20/2009
Obama,2014-11-01,40,54,1/20/2009
Obama,2014-10-30,41,54,1/20/2009
Obama,2014-10-29,43,52,1/20/2009
Obama,2014-10-28,42,53,1/20/2009
Obama,2014-10-27,42,53,1/20/2009
Obama,2014-10-26,42,52,1/20/2009
Obama,2014-10-25,43,52,1/20/2009
Obama,2014-10-24,43,53,1/20/2009
Obama,2014-10-23,42,54,1/20/2009
Obama,2014-10-22,40,54,1/20/2009
Obama,2014-10-21,41,54,1/20/2009
Obama,2014-10-20,40,54,1/20/2009
Obama,2014-10-19,40,55,1/20/2009
Obama,2014-10-18,40,55,1/20/2009
Obama,2014-10-17,42,53,1/20/2009
Obama,2014-10-16,43,51,1/20/2009
Obama,2014-10-15,42,52,1/20/2009
Obama,2014-10-14,40,55,1/20/2009
Obama,2014-10-13,41,54,1/20/2009
Obama,2014-10-12,42,53,1/20/2009
Obama,2014-10-11,42,54,1/20/2009
Obama,2014-10-10,39,57,1/20/2009
Obama,2014-10-09,39,56,1/20/2009
Obama,2014-10-08,40,55,1/20/2009
Obama,2014-10-07,44,51,1/20/2009
Obama,2014-10-06,44,50,1/20/2009
Obama,2014-10-05,44,50,1/20/2009
Obama,2014-10-04,42,53,1/20/2009
Obama,2014-10-03,41,55,1/20/2009
Obama,2014-10-02,42,54,1/20/2009
Obama,2014-10-01,42,54,1/20/2009
Obama,2014-09-30,44,52,1/20/2009
Obama,2014-09-29,43,52,1/20/2009
Obama,2014-09-28,43,52,1/20/2009
Obama,2014-09-26,42,53,1/20/2009
Obama,2014-09-25,42,52,1/20/2009
Obama,2014-09-24,42,53,1/20/2009
Obama,2014-09-23,44,51,1/20/2009
Obama,2014-09-22,44,51,1/20/2009
Obama,2014-09-21,45,50,1/20/2009
Obama,2014-09-20,42,53,1/20/2009
Obama,2014-09-19,40,55,1/20/2009
Obama,2014-09-18,42,53,1/20/2009
Obama,2014-09-17,42,53,1/20/2009
Obama,2014-09-16,43,53,1/20/2009
Obama,2014-09-15,41,55,1/20/2009
Obama,2014-09-14,41,54,1/20/2009
Obama,2014-09-13,41,54,1/20/2009
Obama,2014-09-12,40,54,1/20/2009
Obama,2014-09-11,41,54,1/20/2009
Obama,2014-09-10,40,54,1/20/2009
Obama,2014-09-09,42,52,1/20/2009
Obama,2014-09-08,42,52,1/20/2009
Obama,2014-09-07,42,53,1/20/2009
Obama,2014-09-06,40,53,1/20/2009
Obama,2014-09-05,38,54,1/20/2009
Obama,2014-09-03,38,54,1/20/2009
Obama,2014-09-02,39,54,1/20/2009
Obama,2014-09-01,42,52,1/20/2009
Obama,2014-08-31,42,51,1/20/2009
Obama,2014-08-30,42,51,1/20/2009
Obama,2014-08-29,41,52,1/20/2009
Obama,2014-08-28,41,53,1/20/2009
Obama,2014-08-27,40,54,1/20/2009
Obama,2014-08-26,41,53,1/20/2009
Obama,2014-08-25,42,51,1/20/2009
Obama,2014-08-24,42,51,1/20/2009
Obama,2014-08-23,40,52,1/20/2009
Obama,2014-08-22,41,53,1/20/2009
Obama,2014-08-21,43,50,1/20/2009
Obama,2014-08-20,44,50,1/20/2009
Obama,2014-08-19,43,51,1/20/2009
Obama,2014-08-18,42,51,1/20/2009
Obama,2014-08-17,41,53,1/20/2009
Obama,2014-08-16,41,53,1/20/2009
Obama,2014-08-15,41,53,1/20/2009
Obama,2014-08-14,42,51,1/20/2009
Obama,2014-08-13,40,53,1/20/2009
Obama,2014-08-12,42,53,1/20/2009
Obama,2014-08-11,41,55,1/20/2009
Obama,2014-08-10,43,52,1/20/2009
Obama,2014-08-08,43,51,1/20/2009
Obama,2014-08-07,44,50,1/20/2009
Obama,2014-08-06,41,53,1/20/2009
Obama,2014-08-05,41,53,1/20/2009
Obama,2014-08-04,42,53,1/20/2009
Obama,2014-08-03,42,53,1/20/2009
Obama,2014-08-02,41,54,1/20/2009
Obama,2014-08-01,42,53,1/20/2009
Obama,2014-07-31,42,53,1/20/2009
Obama,2014-07-30,41,54,1/20/2009
Obama,2014-07-29,39,55,1/20/2009
Obama,2014-07-28,40,54,1/20/2009
Obama,2014-07-27,41,52,1/20/2009
Obama,2014-07-26,40,52,1/20/2009
Obama,2014-07-25,40,53,1/20/2009
Obama,2014-07-24,39,54,1/20/2009
Obama,2014-07-23,42,52,1/20/2009
Obama,2014-07-22,42,51,1/20/2009
Obama,2014-07-21,44,49,1/20/2009
Obama,2014-07-20,44,50,1/20/2009
Obama,2014-07-19,44,52,1/20/2009
Obama,2014-07-18,43,53,1/20/2009
Obama,2014-07-17,42,53,1/20/2009
Obama,2014-07-16,42,52,1/20/2009
Obama,2014-07-15,43,51,1/20/2009
Obama,2014-07-14,44,51,1/20/2009
Obama,2014-07-13,43,52,1/20/2009
Obama,2014-07-12,42,53,1/20/2009
Obama,2014-07-11,42,53,1/20/2009
Obama,2014-07-10,41,55,1/20/2009
Obama,2014-07-09,42,53,1/20/2009
Obama,2014-07-08,42,54,1/20/2009
Obama,2014-07-07,44,51,1/20/2009
Obama,2014-07-06,44,52,1/20/2009
Obama,2014-07-05,45,51,1/20/2009
Obama,2014-07-03,43,52,1/20/2009
Obama,2014-07-02,41,53,1/20/2009
Obama,2014-07-01,40,54,1/20/2009
Obama,2014-06-30,41,53,1/20/2009
Obama,2014-06-29,42,52,1/20/2009
Obama,2014-06-28,43,51,1/20/2009
Obama,2014-06-27,43,51,1/20/2009
Obama,2014-06-26,42,52,1/20/2009
Obama,2014-06-25,42,52,1/20/2009
Obama,2014-06-24,42,53,1/20/2009
Obama,2014-06-23,42,53,1/20/2009
Obama,2014-06-22,40,55,1/20/2009
Obama,2014-06-21,41,54,1/20/2009
Obama,2014-06-20,40,54,1/20/2009
Obama,2014-06-19,41,54,1/20/2009
Obama,2014-06-18,41,55,1/20/2009
Obama,2014-06-17,41,54,1/20/2009
Obama,2014-06-16,41,53,1/20/2009
Obama,2014-06-15,41,53,1/20/2009
Obama,2014-06-14,40,55,1/20/2009
Obama,2014-06-13,41,54,1/20/2009
Obama,2014-06-12,43,51,1/20/2009
Obama,2014-06-11,45,49,1/20/2009
Obama,2014-06-10,46,47,1/20/2009
Obama,2014-06-09,44,50,1/20/2009
Obama,2014-06-08,45,49,1/20/2009
Obama,2014-06-07,43,51,1/20/2009
Obama,2014-06-06,44,50,1/20/2009
Obama,2014-06-05,43,51,1/20/2009
Obama,2014-06-04,43,51,1/20/2009
Obama,2014-06-02,43,52,1/20/2009
Obama,2014-06-01,44,51,1/20/2009
Obama,2014-05-31,44,52,1/20/2009
Obama,2014-05-30,44,52,1/20/2009
Obama,2014-05-29,45,51,1/20/2009
Obama,2014-05-28,45,50,1/20/2009
Obama,2014-05-27,45,50,1/20/2009
Obama,2014-05-26,44,52,1/20/2009
Obama,2014-05-25,44,52,1/20/2009
Obama,2014-05-24,42,54,1/20/2009
Obama,2014-05-23,44,51,1/20/2009
Obama,2014-05-22,44,51,1/20/2009
Obama,2014-05-21,45,49,1/20/2009
Obama,2014-05-20,42,52,1/20/2009
Obama,2014-05-19,42,53,1/20/2009
Obama,2014-05-18,43,52,1/20/2009
Obama,2014-05-17,44,51,1/20/2009
Obama,2014-05-16,46,48,1/20/2009
Obama,2014-05-15,44,49,1/20/2009
Obama,2014-05-14,44,50,1/20/2009
Obama,2014-05-13,45,49,1/20/2009
Obama,2014-05-12,46,49,1/20/2009
Obama,2014-05-11,44,50,1/20/2009
Obama,2014-05-10,45,50,1/20/2009
Obama,2014-05-09,45,50,1/20/2009
Obama,2014-05-08,47,48,1/20/2009
Obama,2014-05-07,44,51,1/20/2009
Obama,2014-05-06,45,50,1/20/2009
Obama,2014-05-05,43,52,1/20/2009
Obama,2014-05-04,44,51,1/20/2009
Obama,2014-05-03,42,53,1/20/2009
Obama,2014-05-02,43,51,1/20/2009
Obama,2014-05-01,45,49,1/20/2009
Obama,2014-04-30,46,49,1/20/2009
Obama,2014-04-29,43,52,1/20/2009
Obama,2014-04-28,44,52,1/20/2009
Obama,2014-04-27,43,52,1/20/2009
Obama,2014-04-26,45,50,1/20/2009
Obama,2014-04-25,44,51,1/20/2009
Obama,2014-04-24,44,50,1/20/2009
Obama,2014-04-23,45,49,1/20/2009
Obama,2014-04-22,45,49,1/20/2009
Obama,2014-04-21,46,48,1/20/2009
Obama,2014-04-19,45,49,1/20/2009
Obama,2014-04-18,45,49,1/20/2009
Obama,2014-04-17,43,50,1/20/2009
Obama,2014-04-16,42,51,1/20/2009
Obama,2014-04-15,42,52,1/20/2009
Obama,2014-04-14,43,51,1/20/2009
Obama,2014-04-13,44,50,1/20/2009
Obama,2014-04-12,43,51,1/20/2009
Obama,2014-04-11,43,51,1/20/2009
Obama,2014-04-10,42,52,1/20/2009
Obama,2014-04-09,42,52,1/20/2009
Obama,2014-04-08,44,51,1/20/2009
Obama,2014-04-07,44,51,1/20/2009
Obama,2014-04-06,44,52,1/20/2009
Obama,2014-04-05,42,53,1/20/2009
Obama,2014-04-04,43,53,1/20/2009
Obama,2014-04-03,45,50,1/20/2009
Obama,2014-04-02,45,50,1/20/2009
Obama,2014-04-01,44,50,1/20/2009
Obama,2014-03-31,44,51,1/20/2009
Obama,2014-03-30,45,50,1/20/2009
Obama,2014-03-29,43,52,1/20/2009
Obama,2014-03-28,43,52,1/20/2009
Obama,2014-03-27,40,54,1/20/2009
Obama,2014-03-26,42,53,1/20/2009
Obama,2014-03-25,42,52,1/20/2009
Obama,2014-03-24,45,50,1/20/2009
Obama,2014-03-23,44,51,1/20/2009
Obama,2014-03-22,43,53,1/20/2009
Obama,2014-03-21,40,55,1/20/2009
Obama,2014-03-20,43,52,1/20/2009
Obama,2014-03-19,45,49,1/20/2009
Obama,2014-03-18,45,49,1/20/2009
Obama,2014-03-17,41,52,1/20/2009
Obama,2014-03-16,40,55,1/20/2009
Obama,2014-03-15,40,54,1/20/2009
Obama,2014-03-14,39,55,1/20/2009
Obama,2014-03-13,40,54,1/20/2009
Obama,2014-03-12,41,54,1/20/2009
Obama,2014-03-11,43,52,1/20/2009
Obama,2014-03-10,45,51,1/20/2009
Obama,2014-03-09,45,51,1/20/2009
Obama,2014-03-08,45,51,1/20/2009
Obama,2014-03-06,42,55,1/20/2009
Obama,2014-03-05,41,55,1/20/2009
Obama,2014-03-04,42,54,1/20/2009
Obama,2014-03-03,43,52,1/20/2009
Obama,2014-03-02,42,54,1/20/2009
Obama,2014-03-01,40,56,1/20/2009
Obama,2014-02-28,40,56,1/20/2009
Obama,2014-02-27,42,54,1/20/2009
Obama,2014-02-26,42,54,1/20/2009
Obama,2014-02-25,43,54,1/20/2009
Obama,2014-02-24,44,53,1/20/2009
Obama,2014-02-23,44,52,1/20/2009
Obama,2014-02-22,44,51,1/20/2009
Obama,2014-02-21,44,51,1/20/2009
Obama,2014-02-20,45,50,1/20/2009
Obama,2014-02-19,46,50,1/20/2009
Obama,2014-02-18,44,50,1/20/2009
Obama,2014-02-17,42,52,1/20/2009
Obama,2014-02-16,41,53,1/20/2009
Obama,2014-02-15,41,53,1/20/2009
Obama,2014-02-14,40,52,1/20/2009
Obama,2014-02-13,40,52,1/20/2009
Obama,2014-02-12,39,51,1/20/2009
Obama,2014-02-11,40,51,1/20/2009
Obama,2014-02-10,42,50,1/20/2009
Obama,2014-02-09,42,51,1/20/2009
Obama,2014-02-08,41,51,1/20/2009
Obama,2014-02-07,39,52,1/20/2009
Obama,2014-02-06,40,51,1/20/2009
Obama,2014-02-05,41,50,1/20/2009
Obama,2014-02-03,40,51,1/20/2009
Obama,2014-02-01,41,51,1/20/2009
Obama,2014-01-31,42,51,1/20/2009
Obama,2014-01-30,43,50,1/20/2009
Obama,2014-01-29,42,49,1/20/2009
Obama,2014-01-28,41,50,1/20/2009
Obama,2014-01-27,41,50,1/20/2009
Obama,2014-01-26,41,52,1/20/2009
Obama,2014-01-25,42,51,1/20/2009
Obama,2014-01-24,43,50,1/20/2009
Obama,2014-01-23,43,49,1/20/2009
Obama,2014-01-22,42,49,1/20/2009
Obama,2014-01-21,42,49,1/20/2009
Obama,2014-01-20,41,50,1/20/2009
Obama,2014-01-19,40,51,1/20/2009
Obama,2014-01-18,40,52,1/20/2009
Obama,2014-01-17,39,53,1/20/2009
Obama,2014-01-16,39,53,1/20/2009
Obama,2014-01-15,39,53,1/20/2009
Obama,2014-01-14,40,52,1/20/2009
Obama,2014-01-13,40,53,1/20/2009
Obama,2014-01-12,42,51,1/20/2009
Obama,2014-01-11,43,51,1/20/2009
Obama,2014-01-10,42,50,1/20/2009
Obama,2014-01-09,42,50,1/20/2009
Obama,2014-01-08,41,51,1/20/2009
Obama,2014-01-07,41,52,1/20/2009
Obama,2014-01-06,41,53,1/20/2009
Obama,2014-01-05,41,53,1/20/2009
Obama,2014-01-04,40,53,1/20/2009
Obama,2014-01-03,40,53,1/20/2009
Obama,2014-01-02,42,50,1/20/2009
Obama,2013-12-29,44,49,1/20/2009
Obama,2013-12-28,44,49,1/20/2009
Obama,2013-12-27,42,52,1/20/2009
Obama,2013-12-26,40,53,1/20/2009
Obama,2013-12-23,39,54,1/20/2009
Obama,2013-12-22,40,53,1/20/2009
Obama,2013-12-21,40,53,1/20/2009
Obama,2013-12-20,40,52,1/20/2009
Obama,2013-12-19,40,52,1/20/2009
Obama,2013-12-18,41,51,1/20/2009
Obama,2013-12-17,42,50,1/20/2009
Obama,2013-12-16,41,50,1/20/2009
Obama,2013-12-15,41,50,1/20/2009
Obama,2013-12-14,41,51,1/20/2009
Obama,2013-12-13,41,50,1/20/2009
Obama,2013-12-12,42,49,1/20/2009
Obama,2013-12-11,42,49,1/20/2009
Obama,2013-12-10,41,49,1/20/2009
Obama,2013-12-09,40,51,1/20/2009
Obama,2013-12-08,41,50,1/20/2009
Obama,2013-12-06,42,51,1/20/2009
Obama,2013-12-05,43,50,1/20/2009
Obama,2013-12-04,42,51,1/20/2009
Obama,2013-12-03,41,51,1/20/2009
